科目代號,永續課程
651297001,4
651320001,1
651330001,1
651339001,4
651359001,2
651362001,2
651364001,3
651380001,3
651401001,2
651404001,1
651419001,3
651449001,3
651528001,1
651541001,3
651639001,5
651641001,4
651718001,3
651761001,5
651838001,4
651917001,3
651A29001,2
651A46001,1
651A64001,4
651A76001,3
651A98001,3
651B01001,4
651B06001,5
651B09001,1
651B12001,1
651B14001,1
651B23001,1
651B31001,2
651B40001,1
651B41001,1
651B47001,2
651B48001,5
651B65001,3
651B66001,2
651B67001,4
651B68001,5
651B69001,4
651B70001,4
651B71001,2
651B72001,4
651B73001,2
651B74001,3
651B75001,2
651B76001,1
651B77001,1
652101001,2
652110001,2
652139001,3
652141001,1
652150001,3
652150011,3
652150031,4
652155001,1
652159001,4
652160001,5
652162001,4
652162011,3
652164001,1
652165001,3
652165011,2
652166001,3
652166011,3
652170001,4
652196001,3
652201001,5
652203001,5
652204001,1
652205001,4
652206001,2
652840001,4
652841001,2
652842001,1
652843001,5
652844001,4
652846001,1
652847001,3
652848001,5
652849001,5
652858001,1
652877001,3
652883001,3
652897001,1
652904001,1
652907001,5
652911001,3
701001002,1
701002002,2
701002012,1
701003002,4
701007001,1
701010001,2
701011001,2
701013001,1
701788001,2
701792001,1
701875001,1
701876001,1
701880001,2
701881001,2
701889001,2
701904001,1
701908001,2
701928001,4
701939001,1
701943001,3
702001002,4
702002002,1
702004002,1
702005002,1
702009001,1
702010001,4
702013001,1
702754001,1
702759001,4
702801001,4
702879001,1
702880001,2
702883001,2
702888001,1
702927001,4
703002001,2
703009001,1
703014001,2
703015001,2
703022001,1
703038001,2
703039001,1
703042001,2
703044001,1
703044011,2
703044021,3
703044031,1
703050001,3
703053001,1
703056001,1
703059001,1
703814001,1
703817001,3
703818001,3
703826001,1
703834001,1
703837001,1
703850001,5
703920001,1
703955001,1
703958001,3
751007002,1
751012002,1
751013002,4
751026001,3
751027001,3
751027011,3
751029001,3
751032002,1
751764001,1
751813001,4
751822001,1
751827001,2
751828002,2
751829002,2
751835001,2
751841001,3
751873002,1
752002001,1
752007001,1
752008001,1
752009001,1
752010001,1
752013001,1
752594001,1
752599001,3
752612001,2
752613001,1
752614001,2
752616001,1
752618001,1
752676001,3
752689001,1
752821001,3
752852001,1
752854001,1
752857001,1
752865001,3
752870001,2
753006001,1
753008001,3
753011001,1
753013001,1
753015001,4
753017001,1
753019001,1
753806001,3
753807001,1
753809001,3
753812001,1
753816001,1
753821001,1
753823001,3
753831001,1
753832001,1
753833001,1
753842001,1
753849001,2
753852001,1
753873001,1
753886001,1
753889001,1
753933001,1
753944001,1
754006001,4
754013001,3
754921001,1
754943001,2
755003001,1
755749001,1
755750001,1
755947001,1
761001001,1
761004001,1
761009001,1
761011001,1
761947001,4
781002001,1
781007001,1
781013001,2
781027001,1
781032001,1
781033001,1
781036001,1
781049001,4
781051001,1
781052001,3
781913001,2
781914001,2
781916001,3
781917001,1
782014001,1
782019001,4
782021001,1
782022001,1
782024001,1
782028001,1
782033001,1
782035001,4
783005001,2
783007001,3
783948001,3
791006001,1
791012001,1
791015001,1
791016001,2
791017001,2
791018001,3
791019001,1
791020001,1
791022001,3
791026001,2
791027001,1
791028001,1
791029001,1
791030001,1
861005001,4
861818001,3
861819001,4
861823001,5
861825001,5
861829001,1
861836001,1
861840001,4
861844001,3
861851001,4
861866001,2
861896001,2
861904001,3
862007001,5
862885001,4
862886001,3
862890001,4
862899001,1
862904001,3
862909001,1
862916001,5
862923001,2
862930001,2
862940001,4
863008001,3
863875001,3
863876001,4
863880001,5
863882001,5
863892001,1
863896001,3
863901001,3
863904001,4
863931001,2
900001001,3
900004001,2
900933001,4
900934001,5
911004001,4
911005001,4
911924001,1
911928001,3
911933001,5
911943001,3
911949001,4
912020001,2
912816001,1
912829001,1
912866001,5
912876001,2
913002001,3
913931001,1
913939001,3
913941001,4
921023001,3
921023011,4
921023021,2
921025001,5
921027001,4
921027011,4
921027021,4
921033001,3
921042001,5
921799001,2
921804001,5
921806001,5
921807001,3
921809001,4
921810001,3
921833001,3
921839001,2
921854001,1
922016001,2
922021001,2
922028001,4
922916001,1
922920001,5
922923001,3
922942001,4
922943001,2
923873001,1
923877001,1
923878001,3
923880001,5
923890001,1
923902001,3
923914001,1
923925001,4
923929001,5
926032011,2
926816001,5
926817001,1
926818001,4
926819001,2
926820001,4
926821001,5
926829001,5
926834001,5
926836001,5
926840001,3
926853001,5
926861001,4
926862001,3
926879001,2
926881001,4
926882001,3
926896001,3
926917001,4
926949001,4
933002001,5
933003001,5
933004001,5
933856001,3
933857001,3
933858001,3
933859001,4
933861001,5
933862001,1
933865001,1
933866001,1
933868001,5
933878001,2
933894001,1
933905001,4
933915001,3
933933001,4
934020001,3
941003001,3
941004001,2
941012001,1
941908001,3
941916001,4
941930001,2
941933001,1
941936001,2
941949001,3
961016001,3
961020001,1
961021001,2
961022001,2
961023001,2
961024001,1
961028001,3
961055001,2
961064001,4
961079001,3
961140001,2
961147001,4
961156001,1
961172001,4
961215001,3
961216001,2
961217001,1
961218001,5
971003001,1
971004001,1
971006001,1
971866001,1
971868001,1
971872001,1
971875001,3
971925001,1
981010001,3
981011001,2
981013001,3
981897001,4
981899001,3
981900001,3
981911001,2
981915001,2
993015001,3
NU1005001,3
NU1006001,4
NU1007001,1
NU1008001,3
NU1009001,3
NU1010001,3
Z23922001,3
Z23925001,2
Z23926001,5
ZC0944001,1
ZC0945001,3
ZC0946001,4
ZC0947001,2
ZC0948001,4
ZC0949001,3
ZC0M01001,3
ZM1002001,3
ZM1892001,2
ZM1893001,2
ZM1894001,5
ZM1895001,4
ZM1896001,5
ZM1897001,1
ZM1898001,4
ZM1899001,3
ZM1900001,5
ZM1909001,2
ZM1913001,1
ZM1915001,1
ZM1920001,2
ZM1924001,5
ZM1937001,1
ZM1939001,5
ZM1940001,5
ZM1946001,4
ZM1949001,4
ZU1005011,3
ZU1012001,4
ZU1016001,2
ZU1017001,3
ZU1018001,5
ZU1020001,4
ZU1021001,5
ZU1023001,5
ZU1033001,5
ZU1034001,4
ZU1035001,2
ZU1039001,2
ZU1863001,2
ZU1864001,5
ZU1865001,5
ZU1866001,5
ZU1867001,2
ZU1881001,5
ZU1883001,4
ZU1887001,2
ZU1902001,3
ZU1922001,3
ZU1925001,3
ZU1946001,2
